PM2.5,CO,SO2,NO2,PM10,No,year,month,day,hour,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station
121.0,1300.0,40.0,96.0,225.0,182.0,2010.0,3.0,8.0,13.0,84.0,22.5,998.0,-2.3,0.0,3.3,S,Aotizhongxin
184.0,1800.0,49.0,104.0,348.0,183.0,2010.0,3.0,8.0,14.0,84.0,17.4,998.0,1.4,0.0,4.5,ESE,Aotizhongxin
330.0,3600.0,102.0,139.0,508.0,184.0,2010.0,3.0,8.0,15.0,84.0,13.9,1000.0,1.2,0.0,2.7,ESE,Aotizhongxin
172.0,1700.0,84.0,84.0,284.0,185.0,2010.0,3.0,8.0,16.0,84.0,11.9,1000.0,0.0,0.0,2.6,ESE,Aotizhongxin
114.0,1100.0,68.0,68.0,181.0,186.0,2010.0,3.0,8.0,17.0,68.0,10.3,1000.0,-0.5,0.0,2.8,SE,Aotizhongxin
82.0,900.0,55.0,63.0,128.0,187.0,2010.0,3.0,8.0,18.0,68.0,9.3,1000.0,-0.9,0.0,1.4,S,Aotizhongxin
84.0,1100.0,46.0,73.0,123.0,188.0,2010.0,3.0,8.0,19.0,68.0,8.0,1000.0,-0.3,0.0,0.8,NE,Aotizhongxin
91.0,1000.0,48.0,65.0,104.0,189.0,2010.0,3.0,8.0,20.0,68.0,7.9,1000.0,-1.6,0.0,1.4,SSW,Aotizhongxin
81.0,1100.0,43.0,61.0,87.0,190.0,2010.0,3.0,8.0,21.0,68.0,7.2,1000.0,-1.5,0.0,1.6,ENE,Aotizhongxin
90.0,1400.0,45.0,68.0,102.0,191.0,2010.0,3.0,8.0,22.0,68.0,6.3,999.0,-3.4,0.0,0.9,E,Aotizhongxin
79.0,1500.0,53.0,63.0,85.0,192.0,2010.0,3.0,8.0,23.0,68.0,5.7,998.0,-3.4,0.0,1.0,SSW,Aotizhongxin
49.0,1600.0,53.0,70.0,67.0,193.0,2010.0,3.0,9.0,0.0,68.0,3.6,996.0,-2.6,0.0,0.6,W,Aotizhongxin
89.0,1900.0,54.0,84.0,91.0,194.0,2010.0,3.0,9.0,1.0,68.0,2.1,995.0,-2.6,0.0,1.1,W,Aotizhongxin
89.0,2300.0,44.0,97.0,97.0,195.0,2010.0,3.0,9.0,2.0,68.0,1.4,994.0,-3.1,0.0,0.0,N,Aotizhongxin
98.0,2300.0,42.0,94.0,125.0,196.0,2010.0,3.0,9.0,3.0,68.0,1.1,993.0,-3.2,0.0,1.4,NE,Aotizhongxin
97.0,2400.0,52.0,97.0,118.0,197.0,2010.0,3.0,9.0,4.0,68.0,1.8,992.0,-2.3,0.0,0.0,E,Aotizhongxin
102.0,2500.0,52.0,93.0,123.0,198.0,2010.0,3.0,9.0,5.0,68.0,3.2,992.0,-2.8,0.0,1.3,NE,Aotizhongxin
110.0,2600.0,44.0,83.0,153.0,199.0,2010.0,3.0,9.0,6.0,68.0,2.8,992.0,-2.5,0.0,1.0,NE,Aotizhongxin
108.0,2100.0,51.0,85.0,143.0,200.0,2010.0,3.0,9.0,7.0,68.0,4.6,993.0,-2.1,0.0,1.8,NE,Aotizhongxin
104.0,2100.0,70.0,82.0,139.0,201.0,2010.0,3.0,9.0,8.0,68.0,8.4,994.0,-1.7,0.0,2.6,E,Aotizhongxin
113.0,1900.0,108.0,86.0,166.0,202.0,2010.0,3.0,9.0,9.0,68.0,16.3,996.0,-0.4,0.0,3.3,NNW,Aotizhongxin
145.0,2200.0,122.0,86.0,272.0,203.0,2010.0,3.0,9.0,10.0,68.0,16.7,998.0,-4.6,0.0,7.7,NNW,Aotizhongxin
69.0,400.0,50.0,21.0,587.0,204.0,2010.0,3.0,9.0,11.0,68.0,14.3,1000.0,-9.1,0.0,7.4,NNW,Aotizhongxin
49.0,300.0,4.0,7.0,628.0,206.0,2010.0,3.0,9.0,13.0,76.0,10.3,1010.0,-17.0,0.0,7.2,NNW,Aotizhongxin
47.0,300.0,3.0,6.0,662.0,207.0,2010.0,3.0,9.0,14.0,81.0,10.5,1010.0,-16.8,0.0,6.7,NNW,Aotizhongxin
28.0,300.0,3.0,8.0,443.0,208.0,2010.0,3.0,9.0,15.0,81.0,10.2,1010.0,-17.1,0.0,3.9,N,Aotizhongxin
21.0,300.0,3.0,9.0,263.0,209.0,2010.0,3.0,9.0,16.0,81.0,10.5,1010.0,-17.8,0.0,4.8,N,Aotizhongxin
14.0,300.0,4.0,9.0,251.0,210.0,2010.0,3.0,9.0,17.0,81.0,8.6,1010.0,-18.3,0.0,4.8,NNE,Aotizhongxin
17.0,300.0,4.0,10.0,205.0,211.0,2010.0,3.0,9.0,18.0,81.0,7.4,1020.0,-19.3,0.0,4.8,NNE,Aotizhongxin
15.0,400.0,5.0,10.0,107.0,212.0,2010.0,3.0,9.0,19.0,81.0,6.4,1020.0,-18.4,0.0,3.5,N,Aotizhongxin
18.0,400.0,4.0,7.0,104.0,213.0,2010.0,3.0,9.0,20.0,82.0,5.6,1020.0,-18.3,0.0,4.5,N,Aotizhongxin
12.0,400.0,4.0,8.0,58.0,214.0,2010.0,3.0,9.0,21.0,82.0,4.8,1020.0,-17.6,0.0,3.3,N,Aotizhongxin
11.0,300.0,6.0,8.0,34.0,215.0,2010.0,3.0,9.0,22.0,82.0,3.8,1020.0,-17.8,0.0,1.2,NNE,Aotizhongxin
6.0,400.0,8.0,10.0,19.0,216.0,2010.0,3.0,9.0,23.0,82.0,0.8,1020.0,-14.1,0.0,0.6,SSE,Aotizhongxin
11.0,400.0,6.0,16.0,15.0,217.0,2010.0,3.0,10.0,0.0,82.0,-0.5,1020.0,-13.4,0.0,0.0,N,Aotizhongxin
11.0,400.0,10.0,25.0,16.0,218.0,2010.0,3.0,10.0,1.0,82.0,-0.2,1020.0,-11.6,0.0,1.0,W,Aotizhongxin
6.0,400.0,14.0,41.0,18.0,219.0,2010.0,3.0,10.0,2.0,82.0,-2.1,1020.0,-11.7,0.0,0.7,NNE,Aotizhongxin
10.0,500.0,17.0,55.0,25.0,220.0,2010.0,3.0,10.0,3.0,82.0,-2.0,1020.0,-11.8,0.0,1.2,NNW,Aotizhongxin
18.0,500.0,17.0,76.0,63.0,221.0,2010.0,3.0,10.0,4.0,82.0,-1.3,1020.0,-14.8,0.0,0.0,NNE,Aotizhongxin
21.0,700.0,18.0,80.0,35.0,222.0,2010.0,3.0,10.0,5.0,82.0,-1.8,1020.0,-10.9,0.0,1.7,W,Aotizhongxin
18.0,800.0,21.0,73.0,21.0,223.0,2010.0,3.0,10.0,6.0,82.0,-2.0,1020.0,-11.8,0.0,0.0,N,Aotizhongxin
24.0,1500.0,21.0,82.0,46.0,224.0,2010.0,3.0,10.0,7.0,82.0,3.5,1020.0,-14.7,0.0,2.3,SSW,Aotizhongxin
31.0,1300.0,33.0,84.0,74.0,225.0,2010.0,3.0,10.0,8.0,82.0,5.3,1020.0,-15.9,0.0,4.6,SW,Aotizhongxin
26.0,900.0,34.0,69.0,75.0,226.0,2010.0,3.0,10.0,9.0,82.0,6.8,1020.0,-15.9,0.0,5.2,SSW,Aotizhongxin
27.0,700.0,28.0,55.0,63.0,227.0,2010.0,3.0,10.0,10.0,82.0,8.3,1020.0,-14.7,0.0,4.6,SSW,Aotizhongxin
30.0,800.0,20.0,40.0,59.0,228.0,2010.0,3.0,10.0,11.0,82.0,9.8,1020.0,-14.2,0.0,2.7,S,Aotizhongxin
28.0,700.0,21.0,34.0,56.0,229.0,2010.0,3.0,10.0,12.0,82.0,10.4,1020.0,-14.4,0.0,0.4,SSW,Aotizhongxin
34.0,600.0,20.0,30.0,52.0,230.0,2010.0,3.0,10.0,13.0,82.0,11.2,1020.0,-13.8,0.0,2.8,S,Aotizhongxin
28.0,500.0,17.0,28.0,54.0,231.0,2010.0,3.0,10.0,14.0,82.0,11.4,1020.0,-13.6,0.0,4.0,SSW,Aotizhongxin
37.0,500.0,17.0,27.0,71.0,232.0,2010.0,3.0,10.0,15.0,82.0,11.3,1020.0,-14.5,0.0,4.5,SW,Aotizhongxin
36.0,500.0,18.0,26.0,94.0,233.0,2010.0,3.0,10.0,16.0,84.0,10.4,1020.0,-13.7,0.0,4.1,SW,Aotizhongxin
38.0,500.0,25.0,33.0,117.0,234.0,2010.0,3.0,10.0,17.0,84.0,9.1,1020.0,-13.4,0.0,4.4,SSW,Aotizhongxin
44.0,600.0,27.0,34.0,106.0,235.0,2010.0,3.0,10.0,18.0,84.0,8.2,1020.0,-12.3,0.0,2.6,SSW,Aotizhongxin
60.0,700.0,28.0,39.0,102.0,236.0,2010.0,3.0,10.0,19.0,84.0,7.7,1020.0,-11.1,0.0,2.3,SSW,Aotizhongxin
70.0,800.0,33.0,61.0,115.0,237.0,2010.0,3.0,10.0,20.0,84.0,7.4,1020.0,-10.9,0.0,3.5,S,Aotizhongxin
64.0,800.0,28.0,62.0,114.0,238.0,2010.0,3.0,10.0,21.0,84.0,6.5,1020.0,-10.3,0.0,2.7,SSW,Aotizhongxin
70.0,900.0,31.0,60.0,123.0,239.0,2010.0,3.0,10.0,22.0,84.0,5.9,1020.0,-10.0,0.0,2.4,SW,Aotizhongxin
81.0,1000.0,46.0,62.0,140.0,240.0,2010.0,3.0,10.0,23.0,84.0,3.0,1020.0,-9.0,0.0,0.9,SSW,Aotizhongxin
90.0,1100.0,55.0,69.0,147.0,241.0,2010.0,3.0,11.0,0.0,84.0,0.3,1020.0,-8.7,0.0,1.4,SW,Aotizhongxin
95.0,1100.0,57.0,78.0,156.0,242.0,2010.0,3.0,11.0,1.0,84.0,-0.7,1020.0,-7.3,0.0,0.7,SW,Aotizhongxin
95.0,1100.0,53.0,76.0,140.0,243.0,2010.0,3.0,11.0,2.0,84.0,-1.7,1020.0,-7.0,0.0,0.5,WNW,Aotizhongxin
96.0,1100.0,56.0,78.0,138.0,244.0,2010.0,3.0,11.0,3.0,84.0,-2.1,1020.0,-6.5,0.0,0.6,N,Aotizhongxin
97.0,1100.0,55.0,80.0,140.0,245.0,2010.0,3.0,11.0,4.0,84.0,-1.6,1020.0,-7.9,0.0,1.1,NNE,Aotizhongxin
106.0,1200.0,49.0,76.0,146.0,246.0,2010.0,3.0,11.0,5.0,84.0,-2.3,1020.0,-8.0,0.0,0.1,SE,Aotizhongxin
114.0,1600.0,40.0,76.0,147.0,247.0,2010.0,3.0,11.0,6.0,84.0,-2.1,1020.0,-8.0,0.0,0.9,NE,Aotizhongxin
112.0,2100.0,62.0,77.0,155.0,248.0,2010.0,3.0,11.0,7.0,84.0,1.3,1020.0,-8.3,0.0,1.9,NNE,Aotizhongxin
113.0,2600.0,71.0,77.0,184.0,249.0,2010.0,3.0,11.0,8.0,84.0,3.1,1020.0,-8.6,0.0,1.8,NE,Aotizhongxin
120.0,2500.0,96.0,89.0,196.0,250.0,2010.0,3.0,11.0,9.0,84.0,4.6,1020.0,-8.2,0.0,1.8,NE,Aotizhongxin
141.0,2500.0,102.0,97.0,205.0,251.0,2010.0,3.0,11.0,10.0,84.0,6.7,1020.0,-8.1,0.0,1.4,NNE,Aotizhongxin
140.0,2300.0,96.0,105.0,198.0,252.0,2010.0,3.0,11.0,11.0,84.0,7.6,1020.0,-8.1,0.0,1.3,N,Aotizhongxin
149.0,2200.0,99.0,118.0,207.0,253.0,2010.0,3.0,11.0,12.0,84.0,9.7,1010.0,-7.5,0.0,1.6,NNW,Aotizhongxin
150.0,2100.0,114.0,124.0,189.0,254.0,2010.0,3.0,11.0,13.0,84.0,11.3,1010.0,-7.1,0.0,3.5,S,Aotizhongxin
114.0,1100.0,99.0,80.0,151.0,255.0,2010.0,3.0,11.0,14.0,84.0,11.4,1010.0,-7.5,0.0,2.5,SSE,Aotizhongxin
106.0,1000.0,96.0,69.0,133.0,256.0,2010.0,3.0,11.0,15.0,84.0,10.7,1010.0,-6.2,0.0,2.1,SSW,Aotizhongxin
113.0,1100.0,109.0,76.0,162.0,257.0,2010.0,3.0,11.0,16.0,76.0,10.4,1010.0,-6.5,0.0,3.4,SSW,Aotizhongxin
132.0,1700.0,148.0,90.0,198.0,258.0,2010.0,3.0,11.0,17.0,76.0,9.7,1010.0,-5.8,0.0,2.1,SSW,Aotizhongxin
149.0,2100.0,161.0,100.0,253.0,259.0,2010.0,3.0,11.0,18.0,71.0,9.7,1010.0,-5.1,0.0,2.0,S,Aotizhongxin
144.0,1500.0,90.0,98.0,233.0,260.0,2010.0,3.0,11.0,19.0,51.0,9.6,1010.0,-4.4,0.0,1.5,S,Aotizhongxin
156.0,1900.0,103.0,116.0,214.0,261.0,2010.0,3.0,11.0,20.0,47.0,9.8,1010.0,-2.8,0.0,1.3,SSE,Aotizhongxin
174.0,2200.0,124.0,121.0,246.0,262.0,2010.0,3.0,11.0,21.0,47.0,9.6,1010.0,-2.7,0.0,1.5,SSW,Aotizhongxin
152.0,1600.0,88.0,109.0,196.0,263.0,2010.0,3.0,11.0,22.0,47.0,9.3,1010.0,-4.0,0.0,1.5,SSW,Aotizhongxin
113.0,1300.0,62.0,97.0,145.0,264.0,2010.0,3.0,11.0,23.0,47.0,8.6,1010.0,-4.6,0.0,1.1,SSE,Aotizhongxin
89.0,1100.0,50.0,80.0,124.0,265.0,2010.0,3.0,12.0,0.0,47.0,6.3,1010.0,-2.8,0.0,1.0,WNW,Aotizhongxin
106.0,1600.0,56.0,91.0,161.0,266.0,2010.0,3.0,12.0,1.0,47.0,4.8,1010.0,-2.8,0.0,0.0,SSE,Aotizhongxin
125.0,1900.0,56.0,86.0,159.0,267.0,2010.0,3.0,12.0,2.0,47.0,5.3,1010.0,-1.0,0.0,0.2,ESE,Aotizhongxin
112.0,1400.0,68.0,81.0,140.0,269.0,2010.0,3.0,12.0,4.0,47.0,4.3,1010.0,1.5,0.4,0.9,E,Aotizhongxin
140.0,2100.0,34.0,74.0,237.0,270.0,2010.0,3.0,12.0,5.0,47.0,4.7,1010.0,1.5,0.1,1.3,NNE,Aotizhongxin
146.0,2100.0,22.0,66.0,165.0,271.0,2010.0,3.0,12.0,6.0,47.0,4.1,1010.0,2.6,0.9,1.0,W,Aotizhongxin
115.0,2100.0,21.0,77.0,121.0,272.0,2010.0,3.0,12.0,7.0,47.0,3.5,1010.0,2.2,0.9,1.4,NW,Aotizhongxin
120.0,1600.0,17.0,78.0,122.0,273.0,2010.0,3.0,12.0,8.0,47.0,3.1,1010.0,1.9,0.4,1.5,N,Aotizhongxin
116.0,1600.0,16.0,76.0,90.0,274.0,2010.0,3.0,12.0,9.0,47.0,3.4,1010.0,2.2,0.0,1.3,NNE,Aotizhongxin
123.0,1700.0,16.0,71.0,94.0,275.0,2010.0,3.0,12.0,10.0,47.0,3.7,1010.0,2.2,0.0,0.9,N,Aotizhongxin
130.0,1800.0,16.0,69.0,104.0,276.0,2010.0,3.0,12.0,11.0,47.0,4.4,1010.0,2.6,0.0,1.4,NNE,Aotizhongxin
132.0,1600.0,14.0,75.0,87.0,277.0,2010.0,3.0,12.0,12.0,47.0,4.8,1010.0,2.2,0.0,1.5,N,Aotizhongxin
129.0,1500.0,15.0,68.0,84.0,278.0,2010.0,3.0,12.0,13.0,47.0,5.3,1010.0,2.8,0.1,1.8,NE,Aotizhongxin
139.0,1600.0,15.0,67.0,102.0,279.0,2010.0,3.0,12.0,14.0,47.0,5.6,1010.0,2.9,0.0,1.6,NNE,Aotizhongxin
135.0,1600.0,15.0,63.0,93.0,280.0,2010.0,3.0,12.0,15.0,39.0,6.4,1010.0,3.2,0.0,1.5,N,Aotizhongxin
133.0,1500.0,17.0,63.0,102.0,281.0,2010.0,3.0,12.0,16.0,28.0,6.6,1010.0,3.2,0.0,0.6,S,Aotizhongxin
141.0,1600.0,19.0,70.0,107.0,282.0,2010.0,3.0,12.0,17.0,21.0,6.4,1010.0,3.4,0.0,1.4,E,Aotizhongxin
124.0,1800.0,21.0,79.0,131.0,283.0,2010.0,3.0,12.0,18.0,20.0,5.8,1010.0,3.1,0.0,0.4,E,Aotizhongxin
137.0,2000.0,20.0,75.0,140.0,284.0,2010.0,3.0,12.0,19.0,12.0,3.3,1010.0,2.1,0.0,0.5,WSW,Aotizhongxin
160.0,1800.0,17.0,74.0,140.0,285.0,2010.0,3.0,12.0,20.0,12.0,2.9,1010.0,2.2,0.0,0.7,N,Aotizhongxin
140.0,1700.0,16.0,68.0,101.0,286.0,2010.0,3.0,12.0,21.0,12.0,3.6,1020.0,2.6,0.0,0.8,NNE,Aotizhongxin
88.0,1100.0,16.0,63.0,31.0,287.0,2010.0,3.0,12.0,22.0,12.0,1.9,1020.0,1.3,0.0,1.2,N,Aotizhongxin
50.0,800.0,30.0,54.0,50.0,288.0,2010.0,3.0,12.0,23.0,17.0,3.8,1020.0,-5.7,0.0,0.9,NNE,Aotizhongxin
22.0,400.0,28.0,21.0,22.0,289.0,2010.0,3.0,13.0,0.0,56.0,3.4,1020.0,-7.1,0.0,0.9,NNW,Aotizhongxin
10.0,300.0,16.0,14.0,10.0,290.0,2010.0,3.0,13.0,1.0,68.0,2.7,1020.0,-9.0,0.0,2.1,NNE,Aotizhongxin
10.0,300.0,12.0,16.0,10.0,291.0,2010.0,3.0,13.0,2.0,68.0,2.8,1020.0,-8.9,0.0,2.4,N,Aotizhongxin
7.0,300.0,11.0,15.0,7.0,292.0,2010.0,3.0,13.0,3.0,69.0,2.4,1020.0,-8.6,0.0,1.3,N,Aotizhongxin
11.0,400.0,11.0,16.0,11.0,293.0,2010.0,3.0,13.0,4.0,69.0,0.3,1020.0,-7.5,0.0,0.9,NW,Aotizhongxin
3.0,400.0,13.0,20.0,6.0,294.0,2010.0,3.0,13.0,5.0,69.0,-0.9,1020.0,-8.1,0.0,0.9,NNE,Aotizhongxin
3.0,500.0,17.0,24.0,6.0,295.0,2010.0,3.0,13.0,6.0,69.0,0.8,1020.0,-8.5,0.0,1.6,NNE,Aotizhongxin
3.0,600.0,21.0,40.0,8.0,296.0,2010.0,3.0,13.0,7.0,69.0,3.7,1020.0,-10.0,0.0,2.9,NNE,Aotizhongxin
8.0,700.0,35.0,62.0,18.0,297.0,2010.0,3.0,13.0,8.0,69.0,4.8,1020.0,-13.6,0.0,3.3,NNE,Aotizhongxin
20.0,600.0,27.0,43.0,24.0,298.0,2010.0,3.0,13.0,9.0,69.0,5.5,1030.0,-10.7,0.0,3.9,ENE,Aotizhongxin
16.0,500.0,22.0,32.0,25.0,299.0,2010.0,3.0,13.0,10.0,69.0,6.4,1030.0,-11.3,0.0,2.6,ENE,Aotizhongxin
14.0,400.0,14.0,26.0,6.0,300.0,2010.0,3.0,13.0,11.0,69.0,6.6,1020.0,-12.6,0.0,3.6,NE,Aotizhongxin
12.0,400.0,10.0,19.0,6.0,301.0,2010.0,3.0,13.0,12.0,71.0,7.6,1020.0,-11.7,0.0,3.5,ENE,Aotizhongxin
17.0,400.0,11.0,24.0,6.0,302.0,2010.0,3.0,13.0,13.0,71.0,8.5,1020.0,-13.2,0.0,2.3,E,Aotizhongxin
15.0,400.0,10.0,19.0,6.0,303.0,2010.0,3.0,13.0,14.0,77.0,9.5,1020.0,-14.4,0.0,1.6,NE,Aotizhongxin
3.0,400.0,11.0,24.0,9.0,304.0,2010.0,3.0,13.0,15.0,77.0,9.7,1020.0,-13.5,0.0,2.0,SW,Aotizhongxin
3.0,400.0,11.0,26.0,6.0,305.0,2010.0,3.0,13.0,16.0,77.0,9.1,1020.0,-12.1,0.0,1.8,S,Aotizhongxin
3.0,500.0,12.0,37.0,11.0,306.0,2010.0,3.0,13.0,17.0,77.0,7.1,1020.0,-10.7,0.0,2.7,SSW,Aotizhongxin
23.0,600.0,12.0,52.0,38.0,307.0,2010.0,3.0,13.0,18.0,77.0,6.1,1020.0,-9.0,0.0,2.5,SSW,Aotizhongxin
31.0,700.0,15.0,64.0,59.0,308.0,2010.0,3.0,13.0,19.0,77.0,5.5,1020.0,-8.8,0.0,1.5,S,Aotizhongxin
37.0,700.0,16.0,64.0,47.0,309.0,2010.0,3.0,13.0,20.0,77.0,5.0,1020.0,-9.6,0.0,2.9,SSW,Aotizhongxin
35.0,700.0,16.0,67.0,39.0,310.0,2010.0,3.0,13.0,21.0,77.0,4.8,1020.0,-8.7,0.0,3.2,SSW,Aotizhongxin
37.0,700.0,18.0,67.0,39.0,311.0,2010.0,3.0,13.0,22.0,77.0,4.0,1020.0,-8.1,0.0,3.2,SSW,Aotizhongxin
42.0,800.0,21.0,74.0,45.0,312.0,2010.0,3.0,13.0,23.0,77.0,2.9,1020.0,-5.5,0.0,2.3,S,Aotizhongxin
62.0,1100.0,19.0,71.0,113.0,313.0,2010.0,3.0,14.0,0.0,77.0,2.5,1020.0,-3.8,0.0,2.4,SSW,Aotizhongxin
71.0,1400.0,11.0,67.0,88.0,314.0,2010.0,3.0,14.0,1.0,77.0,1.6,1020.0,-4.1,0.0,1.0,SSW,Aotizhongxin
60.0,1400.0,10.0,65.0,66.0,315.0,2010.0,3.0,14.0,2.0,77.0,1.3,1020.0,-4.6,0.0,1.5,SSW,Aotizhongxin
65.0,1200.0,11.0,60.0,53.0,316.0,2010.0,3.0,14.0,3.0,77.0,-0.1,1020.0,-4.7,0.0,0.5,WNW,Aotizhongxin
49.0,1200.0,12.0,57.0,53.0,317.0,2010.0,3.0,14.0,4.0,77.0,-0.5,1020.0,-3.9,0.0,2.4,NE,Aotizhongxin
72.0,1500.0,12.0,67.0,77.0,318.0,2010.0,3.0,14.0,5.0,77.0,-0.8,1020.0,-4.0,0.0,1.9,NNE,Aotizhongxin
73.0,1600.0,10.0,64.0,75.0,319.0,2010.0,3.0,14.0,6.0,77.0,-0.8,1020.0,-4.2,0.0,2.2,NNE,Aotizhongxin
69.0,1400.0,10.0,55.0,77.0,320.0,2010.0,3.0,14.0,7.0,77.0,-0.4,1020.0,-4.1,0.0,2.1,NE,Aotizhongxin
72.0,1500.0,11.0,54.0,81.0,321.0,2010.0,3.0,14.0,8.0,77.0,0.5,1020.0,-4.2,0.0,2.3,NW,Aotizhongxin
84.0,1500.0,22.0,57.0,95.0,322.0,2010.0,3.0,14.0,9.0,77.0,2.2,1020.0,-4.1,0.0,1.5,NW,Aotizhongxin
101.0,1600.0,57.0,61.0,117.0,323.0,2010.0,3.0,14.0,10.0,77.0,3.9,1020.0,-3.9,0.0,1.7,WSW,Aotizhongxin
111.0,1600.0,67.0,66.0,112.0,324.0,2010.0,3.0,14.0,11.0,77.0,5.5,1020.0,-3.6,0.0,1.2,S,Aotizhongxin
97.0,1700.0,61.0,77.0,125.0,325.0,2010.0,3.0,14.0,12.0,77.0,7.2,1020.0,-3.7,0.0,3.4,SW,Aotizhongxin
104.0,1400.0,65.0,78.0,117.0,326.0,2010.0,3.0,14.0,13.0,77.0,8.7,1020.0,-3.8,0.0,3.3,S,Aotizhongxin
108.0,900.0,111.0,60.0,115.0,327.0,2010.0,3.0,14.0,14.0,74.0,9.9,1020.0,-4.5,0.0,3.8,SSW,Aotizhongxin
105.0,1000.0,116.0,56.0,112.0,328.0,2010.0,3.0,14.0,15.0,74.0,9.3,1020.0,-4.3,0.0,3.2,S,Aotizhongxin
105.0,1000.0,112.0,60.0,115.0,329.0,2010.0,3.0,14.0,16.0,64.0,8.6,1020.0,-3.9,0.0,3.1,SSW,Aotizhongxin
106.0,1000.0,113.0,66.0,126.0,330.0,2010.0,3.0,14.0,17.0,52.0,7.6,1020.0,-3.6,0.0,3.5,SSW,Aotizhongxin
115.0,1100.0,99.0,74.0,136.0,331.0,2010.0,3.0,14.0,18.0,52.0,6.8,1020.0,-2.9,0.0,1.6,SSW,Aotizhongxin
119.0,1100.0,74.0,78.0,137.0,332.0,2010.0,3.0,14.0,19.0,52.0,6.2,1020.0,-2.7,0.0,1.3,S,Aotizhongxin
115.0,1200.0,74.0,97.0,118.0,333.0,2010.0,3.0,14.0,20.0,52.0,5.9,1020.0,-2.0,0.0,1.3,SSW,Aotizhongxin
119.0,1400.0,61.0,102.0,130.0,334.0,2010.0,3.0,14.0,21.0,52.0,3.5,1020.0,-1.9,0.0,0.6,WNW,Aotizhongxin
140.0,1600.0,54.0,100.0,158.0,335.0,2010.0,3.0,14.0,22.0,52.0,1.4,1020.0,-1.8,0.0,0.0,SE,Aotizhongxin
162.0,1700.0,54.0,97.0,179.0,336.0,2010.0,3.0,14.0,23.0,52.0,1.6,1020.0,-1.8,0.0,1.1,ENE,Aotizhongxin
165.0,1700.0,46.0,91.0,176.0,337.0,2010.0,3.0,15.0,0.0,52.0,2.3,1020.0,-2.2,0.0,1.2,NE,Aotizhongxin
180.0,2700.0,42.0,80.0,211.0,338.0,2010.0,3.0,15.0,1.0,52.0,2.4,1020.0,-2.5,0.0,1.8,NE,Aotizhongxin
183.0,2700.0,44.0,85.0,218.0,339.0,2010.0,3.0,15.0,2.0,52.0,2.0,1020.0,-2.9,0.0,1.1,NE,Aotizhongxin
182.0,2500.0,42.0,87.0,200.0,340.0,2010.0,3.0,15.0,3.0,52.0,1.5,1020.0,-2.8,0.0,1.6,NE,Aotizhongxin
173.0,2400.0,36.0,82.0,189.0,341.0,2010.0,3.0,15.0,4.0,52.0,1.0,1020.0,-2.6,0.0,0.8,NE,Aotizhongxin
166.0,2200.0,33.0,80.0,177.0,342.0,2010.0,3.0,15.0,5.0,52.0,0.7,1020.0,-2.5,0.0,1.2,NE,Aotizhongxin
163.0,2100.0,37.0,79.0,170.0,343.0,2010.0,3.0,15.0,6.0,52.0,0.6,1020.0,-2.5,0.0,1.2,NE,Aotizhongxin
137.0,1900.0,43.0,75.0,156.0,344.0,2010.0,3.0,15.0,7.0,52.0,2.4,1020.0,-2.3,0.0,1.0,NNE,Aotizhongxin
164.0,2100.0,71.0,70.0,174.0,345.0,2010.0,3.0,15.0,8.0,52.0,4.2,1020.0,-2.2,0.0,1.4,NE,Aotizhongxin
172.0,2200.0,117.0,75.0,185.0,346.0,2010.0,3.0,15.0,9.0,52.0,6.4,1020.0,-2.5,0.0,1.4,NNE,Aotizhongxin
173.0,2000.0,118.0,75.0,186.0,347.0,2010.0,3.0,15.0,10.0,4.0,8.1,1020.0,-2.0,0.0,1.6,SE,Aotizhongxin
3.0,1600.0,130.0,76.0,3.0,348.0,2010.0,3.0,15.0,11.0,15.0,9.0,1010.0,-2.0,0.0,1.4,NNW,Aotizhongxin
110.0,1700.0,125.0,91.0,331.0,349.0,2010.0,3.0,15.0,12.0,17.0,10.3,1010.0,-2.1,0.0,1.6,WSW,Aotizhongxin
227.0,1700.0,118.0,96.0,261.0,350.0,2010.0,3.0,15.0,13.0,52.0,12.0,1010.0,-1.2,0.0,1.5,SE,Aotizhongxin
236.0,1900.0,107.0,112.0,279.0,351.0,2010.0,3.0,15.0,14.0,52.0,12.2,1010.0,-0.7,0.0,2.7,SSW,Aotizhongxin
256.0,2300.0,102.0,147.0,305.0,352.0,2010.0,3.0,15.0,15.0,52.0,12.3,1010.0,-0.3,0.0,2.0,S,Aotizhongxin
287.0,2100.0,100.0,150.0,343.0,353.0,2010.0,3.0,15.0,16.0,43.0,11.5,1010.0,0.3,0.0,3.4,SW,Aotizhongxin
278.0,1700.0,91.0,113.0,320.0,354.0,2010.0,3.0,15.0,17.0,42.0,10.6,1010.0,0.9,0.0,1.8,SW,Aotizhongxin
269.0,1700.0,79.0,96.0,319.0,355.0,2010.0,3.0,15.0,18.0,44.0,9.1,1010.0,1.5,0.0,1.0,WSW,Aotizhongxin
286.0,1800.0,68.0,104.0,324.0,356.0,2010.0,3.0,15.0,19.0,44.0,7.0,1010.0,1.3,0.0,1.1,SSW,Aotizhongxin
304.0,2000.0,64.0,126.0,343.0,357.0,2010.0,3.0,15.0,20.0,44.0,6.3,1010.0,1.4,0.0,0.0,ESE,Aotizhongxin
